mod_razona_cuantitat_punt,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,estu_pagomatricula,estu_metodo_prgm,inst_caracter_academico,inst_origen,fami_educacionpadre,fami_ocupacionpadre,fami_educacionmadre,fami_ocupacionmadre,estu_tituloobtenidobachiller,estu_horassemanatrabaja,estu_valormatriculauniversidad,fami_tieneautomovil,fami_tienemotocicleta,edad,desempeno_dicotomico
154,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Ninguno,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller pedagógico o normalista,0,Menos de 500 mil,No,No,32,0
135,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Pequeño empresario,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,No pagó matrícula,No,Si,21,1
216,M,Estrato 4,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empresario,Educación profesional incompleta,Otra actividad u ocupación,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,Si,23,0
80,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,No,No,27,1
178,M,Estrato 3,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Profesional independiente,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,No,24,0
143,M,Estrato 1,Si,No, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Hogar,Educación profesional completa,Hogar,Bachiller académico,Entre 21 y 30 horas,No pagó matrícula,No,No,29,0
125,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,No sabe,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,0,Entre 500 mil y menos de 1 millón,No,No,24,1
170,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Hogar,Bachiller académico,0,Más de 7 millones,No,No,22,0
146,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Postgrado,Hogar,Bachiller técnico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,Si,No,21,0
179,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Menos de 10 horas,No pagó matrícula,Si,No,22,0
122,F,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller técnico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,25,1
130,M,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Educación profesional completa,Otra actividad u ocupación,Educación profesional completa,Pensionado,Bachiller académico,Entre 21 y 30 horas,No pagó matrícula,No,No,26,1
153,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Primaria incompleta,Trabajador por cuenta propia,Educación profesional completa,Hogar,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,25,0
165,M,,Si,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional incompleta,Empresario,Educación profesional incompleta,Empresario,Bachiller académico,,Más de 7 millones,,,24,0
194,F,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,No,No,22,0
167,F,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,No,No,22,0
106,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional incompleta,Hogar,Bachiller técnico,0,Entre 2.5 millones y menos de 4 millones,No,No,23,1
138,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,Si,21,1
166,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel técnico o profesional,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,0,Más de 7 millones,Si,No,22,0
155,M,Estrato 2,No,No,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,24,0
98,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,Menos de 10 horas,Entre 5.5 millones y menos de 7 millones,No,No,27,1
179,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Técnica o tecnológica completa,Empleado obrero u operario,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,24,0
187,F,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Primaria completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,26,0
167,F,Estrato 3,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Educación profesional completa,Empleado obrero u operario,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,Si,No,21,0
153,F,Estrato 6,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica incompleta,Pequeño empresario,Técnica o tecnológica incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,Si,No,21,0
140,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Menos de 10 horas,Entre 4 millones y menos de 5.5 millones,No,Si,20,1
120,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,21,1
115,M,Estrato 2,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,,Otra actividad u ocupación,Técnica o tecnológica incompleta,Empleado de nivel directivo,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,23,1
142,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,23,1
179,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Pequeño empresario,Técnica o tecnológica completa,Otra actividad u ocupación,Bachiller técnico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,20,0
145,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Educación profesional completa,Profesional Independiente,Bachiller académico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,No,No,20,0
111,F,Estrato 1,No,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Menos de 10 horas,No pagó matrícula,No,No,24,1
166,F,Estrato 4,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empresario,Educación profesional completa,Hogar,Bachiller académico,0,Más de 7 millones,Si,No,22,0
155,M,,,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,,Empresario,,Empresario,Bachiller académico,,Más de 7 millones,,,23,0
206,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Empleado obrero u operario,Bachiller académico,0,Más de 7 millones,No,Si,24,0
178,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Pequeño empresario,Educación profesional completa,Pequeño empresario,Bachiller académico,0,Más de 7 millones,No,No,21,0
117,F,Estrato 2,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,20,1
170,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Pensionado,Técnica o tecnológica completa,Hogar,Bachiller técnico,0,Entre 5.5 millones y menos de 7 millones,Si,No,21,0
203,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Educación profesional completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,23,0
158,M,,,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Empleado de nivel auxiliar o administrativo,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,,Más de 7 millones,,,20,0
182,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,No,No,22,0
165,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional completa,Hogar,Bachiller académico,0,Más de 7 millones,Si,No,20,0
149,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Empleado obrero u operario,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,No,Si,19,0
216,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Pequeño empresario,Postgrado,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Más de 7 millones,Si,No,20,0
180,M,Estrato 5,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Educación profesional completa,Profesional Independiente,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,23,0
126,F,Estrato 4,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Pensionado,Postgrado,Empleado con cargo como director o gerente general,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,21,1
104,F,,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Pequeño empresario,Educación profesional completa,Profesional Independiente,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,26,1
105,F,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Ninguno,Hogar,Técnica o tecnológica incompleta,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,40,1
107,M,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado de nivel técnico o profesional,Técnica o tecnológica incompleta,Hogar,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,30,1
113,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica incompleta,Empleado con cargo como director o gerente general,Educación profesional completa,Hogar,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,Si,21,1
153,F,Estrato 2,Si,No,Familiares,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Educación profesional completa,Otra actividad u ocupación,Bachiller técnico,0,Entre 2.5 millones y menos de 4 millones,No,No,21,0
148,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,Si,38,0
159,M,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Otra actividad u ocupación,Primaria incompleta,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,0
161,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Profesional Independiente,Bachiller académico,0,Más de 7 millones,Si,No,21,0
145,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,21,0
191,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,0,Más de 7 millones,No,No,22,0
187,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,0,Más de 7 millones,No,No,22,0
110,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Educación profesional completa,Pensionado,Bachiller pedagógico o normalista,Entre 21 y 30 horas,Entre 5.5 millones y menos de 7 millones,No,Si,30,1
156,F,Estrato 4,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Pensionado,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,22,0
117,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Pensionado,Educación profesional completa,Hogar,Bachiller académico,0,Más de 7 millones,Si,No,23,1
129,F,Estrato 5,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empresario,Postgrado,Profesional Independiente,Bachiller académico,Menos de 10 horas,Más de 7 millones,No,No,22,1
150,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Postgrado,Profesional independiente,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,No pagó matrícula,Si,No,24,0
91,F,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Empleado obrero u operario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Menos de 10 horas,No pagó matrícula,No,No,25,1
172,M,Estrato 3,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Técnica o tecnológica incompleta,Empleado de nivel auxiliar o administrativo,Técnica o tecnológica incompleta,Hogar,Bachiller técnico,Más de 30 horas,No pagó matrícula,No,No,21,0
161,M,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Educación profesional incompleta,Profesional Independiente,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,32,0
184,M,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Trabajador por cuenta propia,Postgrado,Empleado de nivel directivo,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,21,0
150,M,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,27,0
105,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Bachiller técnico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,Si,No,22,1
171,F,Estrato 2,No,No, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,24,0
167,F,Estrato 1,No,No,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Empleado obrero u operario,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Bachiller técnico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,23,0
99,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Primaria incompleta,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,32,1
198,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,Si,No,21,0
95,F,Estrato 2,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Trabajador por cuenta propia,Ninguno,Hogar,Bachiller académico,Menos de 10 horas,Entre 500 mil y menos de 1 millón,No,No,39,1
188,M,Estrato 4,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel directivo,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,No pagó matrícula,Si,Si,21,0
104,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 5.5 millones y menos de 7 millones,No,No,27,1
182,M,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) completa,Pequeño empresario,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,Si,No,25,0
116,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,27,1
119,M,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional incompleta,Hogar,Bachiller académico,Más de 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,32,1
124,M,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,No pagó matrícula,No,No,23,1
123,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,Educación profesional completa,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,Si,22,1
112,F,Estrato 2,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,,Educación profesional completa,,,Menos de 10 horas,,No,,21,1
149,F,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Empleado obrero u operario,Técnica o tecnológica incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,30,0
125,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Otra actividad u ocupación,Técnica o tecnológica completa,Otra actividad u ocupación,Bachiller académico,0,Menos de 500 mil,No,No,23,1
113,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,No pagó matrícula,Si,No,23,1
121,F,Estrato 2,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,Si,24,1
93,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empleado de nivel técnico o profesional,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,Si,No,22,1
139,M,,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,1
133,M,Estrato 3,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Pensionado,Primaria incompleta,Hogar,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,32,1
136,M,Estrato 4,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 21 y 30 horas,No pagó matrícula,Si,No,34,1
152,F,Estrato 1,Si,No,Creditos,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Ninguno,Empleado de nivel auxiliar o administrativo,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,No,Si,33,0
134,F,Estrato 5,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,Si,No,24,1
100,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 21 y 30 horas,Entre 5.5 millones y menos de 7 millones,No,No,21,1
110,F,Estrato 1,No,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Primaria completa,Otra actividad u ocupación,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Menos de 500 mil,No,Si,22,1
