mod_razona_cuantitat_punt,estu_genero,fami_estratovivienda,fami_tieneinternet,fami_tienecomputador,estu_pagomatricula,estu_metodo_prgm,inst_caracter_academico,inst_origen,fami_educacionpadre,fami_ocupacionpadre,fami_educacionmadre,fami_ocupacionmadre,estu_tituloobtenidobachiller,estu_horassemanatrabaja,estu_valormatriculauniversidad,fami_tieneautomovil,fami_tienemotocicleta,edad,desempeno_dicotomico
208,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Pequeño empresario,Bachiller técnico,Entre 21 y 30 horas,Entre 500 mil y menos de 1 millón,No,No,23,0
110,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empresario,Educación profesional completa,Profesional Independiente,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
133,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,20,1
151,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,0,Más de 7 millones,Si,No,22,0
181,F,Estrato 2,Si,No,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,,Postgrado,,,Entre 11 y 20 horas,,No,Si,21,0
95,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Pensionado,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,26,1
117,M,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Educación profesional completa,Trabajador por cuenta propia,Bachiller pedagógico o normalista,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,21,1
146,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,,Entre 4 millones y menos de 5.5 millones,No,No,21,0
123,M,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,Si,21,1
129,M,,,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,,Empleado con cargo como director o gerente general,,Profesional Independiente,Bachiller académico,,Entre 4 millones y menos de 5.5 millones,,,24,1
141,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Empresario,Educación profesional incompleta,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 11 y 20 horas,Entre 4 millones y menos de 5.5 millones,No,No,22,1
94,M,Estrato 2,No,No,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Técnica o tecnológica incompleta,Empleado de nivel directivo,Bachiller académico,0,Entre 2.5 millones y menos de 4 millones,No,No,23,1
170,F,Estrato 6,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empresario,Educación profesional completa,Empresario,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,Si,No,21,0
199,M,Estrato 6,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Empresario,Primaria incompleta,Hogar,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,21,0
115,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,,Otra actividad u ocupación,Bachiller técnico,0,Más de 7 millones,No,No,21,1
196,M,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado con cargo como director o gerente general,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,No,No,21,0
96,F,Estrato 6,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Profesional independiente,Educación profesional completa,Hogar,Bachiller académico,0,Más de 7 millones,Si,No,21,1
119,F,Estrato 6,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Postgrado,Pensionado,Bachiller académico,0,Más de 7 millones,Si,No,22,1
183,F,Estrato 5,Si,,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,21,0
159,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,Si,No,21,0
156,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica incompleta,Pensionado,No Aplica,Otra actividad u ocupación,Bachiller académico,0,Más de 7 millones,Si,No,22,0
129,M,Estrato 2,Si,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional incompleta,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller técnico,Menos de 10 horas,Más de 7 millones,Si,No,21,1
152,M,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel directivo,Educación profesional completa,Empleado con cargo como director o gerente general,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,21,0
156,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,0,Más de 7 millones,No,Si,21,0
140,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional incompleta,Trabajador por cuenta propia,Educación profesional incompleta,Trabajador por cuenta propia,Bachiller técnico,Entre 11 y 20 horas,Más de 7 millones,Si,Si,23,1
172,M,,,,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,,Profesional independiente,,Empleado de nivel técnico o profesional,Bachiller académico,,Más de 7 millones,,,25,0
181,F,Estrato 6,Si,No,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Primaria incompleta,,Secundaria (Bachillerato) incompleta,,,Entre 21 y 30 horas,,No,Si,21,0
114,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pensionado,Secundaria (Bachillerato) completa,Hogar,Bachiller técnico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,No,37,1
108,F,Estrato 1,No,Si,Creditos,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado con cargo como director o gerente general,Primaria completa,Hogar,Bachiller académico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,23,1
141,F,Estrato 1,Si,No,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Secundaria (Bachillerato) incompleta,Hogar,Bachiller técnico,,Entre 4 millones y menos de 5.5 millones,No,,26,1
128,M,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Otra actividad u ocupación,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,No,23,1
117,M,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Primaria completa,Hogar,Bachiller académico,Entre 21 y 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,23,1
153,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,Menos de 10 horas,Más de 7 millones,No,Si,21,0
128,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Empleado obrero u operario,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Más de 7 millones,No,No,23,1
139,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Técnica o tecnológica incompleta,Pequeño empresario,Bachiller técnico,Entre 21 y 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,23,1
108,M,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 500 mil y menos de 1 millón,No,No,27,1
154,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica incompleta,Trabajador por cuenta propia,Primaria incompleta,Trabajador por cuenta propia,Bachiller académico,Entre 11 y 20 horas,Entre 1 millón y menos de 2.5 millones,No,No,22,0
104,M,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Pensionado,Ninguno,Trabajador por cuenta propia,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,26,1
121,M,,,,,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,,Trabajador por cuenta propia,,Empleado de nivel auxiliar o administrativo,Bachiller académico,,No pagó matrícula,,,21,1
103,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Primaria completa,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller técnico,Entre 11 y 20 horas,Entre 2.5 millones y menos de 4 millones,No,No,23,1
140,F,Estrato 1,No,No,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Secundaria (Bachillerato) completa,Empleado obrero u operario,Bachiller académico,Entre 21 y 30 horas,Menos de 500 mil,No,No,23,1
132,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,No sabe,Otra actividad u ocupación,Técnica o tecnológica incompleta,Empleado de nivel auxiliar o administrativo,Bachiller técnico,Más de 30 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,1
154,M,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Trabajador por cuenta propia,No Aplica,Empleado con cargo como director o gerente general,Bachiller académico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,22,0
130,F,Estrato 1,Si,Si,Creditos,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Primaria completa,Trabajador por cuenta propia,Primaria completa,Hogar,Bachiller académico,0,Entre 1 millón y menos de 2.5 millones,No,No,21,1
141,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,Si,Si,21,1
209,M,Estrato 4,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Empleado obrero u operario,Primaria completa,Hogar,Bachiller técnico,Entre 11 y 20 horas,Más de 7 millones,Si,Si,20,0
171,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado obrero u operario,Educación profesional completa,Empleado con cargo como director o gerente general,Bachiller académico,0,Más de 7 millones,Si,Si,20,0
186,F,Estrato 1,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Empleado obrero u operario,Educación profesional incompleta,Empleado de nivel técnico o profesional,Bachiller pedagógico o normalista,0,Más de 7 millones,No,Si,21,0
185,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Más de 30 horas,Más de 7 millones,No,No,20,0
157,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel directivo,Educación profesional completa,Otra actividad u ocupación,Bachiller académico,0,Más de 7 millones,Si,No,20,0
171,M,Estrato 4,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Otra actividad u ocupación,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,No,No,24,0
157,M,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado con cargo como director o gerente general,Postgrado,Pensionado,Bachiller académico,Menos de 10 horas,Más de 7 millones,No,No,30,0
160,M,Estrato 1,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Educación profesional completa,Pensionado,Secundaria (Bachillerato) incompleta,Hogar,Bachiller académico,Más de 30 horas,Menos de 500 mil,No,Si,30,0
117,F,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,Secundaria (Bachillerato) incompleta,Trabajador por cuenta propia,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,0,No pagó matrícula,No,No,25,1
124,F,Estrato 5,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empresario,Postgrado,Trabajador por cuenta propia,Bachiller académico,0,Más de 7 millones,Si,No,22,1
209,M,Estrato 4,No,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) incompleta,Empleado con cargo como director o gerente general,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,Si,Si,22,0
169,M,Estrato 4,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Educación profesional completa,Empleado con cargo como director o gerente general,Bachiller académico,Más de 30 horas,Más de 7 millones,Si,No,22,0
170,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Otra actividad u ocupación,Educación profesional completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,Si,Si,21,0
196,M,Estrato 3,Si,No,,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Primaria incompleta,Empleado de nivel directivo,Primaria incompleta,Pensionado,Bachiller académico,Menos de 10 horas,Más de 7 millones,,,21,0
196,M,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller académico,0,Más de 7 millones,No,Si,20,0
200,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,Menos de 10 horas,Más de 7 millones,Si,No,22,0
204,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Más de 7 millones,No,No,21,0
163,F,Estrato 5,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel directivo,Educación profesional completa,Profesional Independiente,Bachiller académico,0,Más de 7 millones,Si,No,23,0
163,F,Estrato 3,Si,Si, Propios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional incompleta,Pequeño empresario,Educación profesional incompleta,Empleado de nivel directivo,Bachiller académico,0,Más de 7 millones,Si,No,21,0
161,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Empleado de nivel técnico o profesional,Postgrado,Empleado de nivel técnico o profesional,Bachiller académico,0,Más de 7 millones,Si,No,21,0
194,F,Estrato 2,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller académico,0,Más de 7 millones,No,No,22,0
160,F,Estrato 2,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Educación profesional completa,Empleado de nivel directivo,Bachiller técnico,Entre 11 y 20 horas,Más de 7 millones,No,No,21,0
178,M,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Profesional independiente,Educación profesional completa,Hogar,Bachiller académico,Entre 11 y 20 horas,Más de 7 millones,No,No,22,0
178,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Postgrado,Otra actividad u ocupación,Postgrado,Profesional Independiente,Bachiller académico,0,Más de 7 millones,Si,No,23,0
150,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional incompleta,Pensionado,Técnica o tecnológica completa,Hogar,Bachiller académico,0,Más de 7 millones,No,No,22,0
156,F,Estrato 2,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN TECNOLÓGICA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Pequeño empresario,Secundaria (Bachillerato) completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,No,21,0
148,F,Estrato 3,Si,Si,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,Educación profesional completa,Empleado de nivel técnico o profesional,Educación profesional completa,Empleado de nivel técnico o profesional,Bachiller académico,0,Más de 7 millones,Si,No,21,0
157,F,Estrato 1,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel técnico o profesional,Técnica o tecnológica completa,Hogar,Bachiller técnico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,21,0
124,F,Estrato 3,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Técnica o tecnológica completa,Pensionado,Bachiller académico,0,Entre 4 millones y menos de 5.5 millones,No,No,24,1
144,F,Estrato 4,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Postgrado,Profesional independiente,Técnica o tecnológica completa,Pensionado,Bachiller académico,Entre 21 y 30 horas,Más de 7 millones,Si,No,26,0
117,F,Estrato 1,No,No,Creditos,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Primaria incompleta,Otra actividad u ocupación,Primaria completa,Empleado de nivel auxiliar o administrativo,Bachiller técnico,Menos de 10 horas,Entre 2.5 millones y menos de 4 millones,No,No,22,1
152,F,Estrato 3,Si,Si,Becas o Subsidios,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Educación profesional completa,Empleado con cargo como director o gerente general,Técnica o tecnológica completa,Empleado de nivel auxiliar o administrativo,Bachiller académico,Entre 21 y 30 horas,Entre 4 millones y menos de 5.5 millones,Si,Si,22,0
164,M,Estrato 2,Si,Si,Familiares,PRESENCIAL,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,Secundaria (Bachillerato) completa,Pequeño empresario,Postgrado,Empleado de nivel técnico o profesional,Bachiller técnico,Más de 30 horas,Entre 4 millones y menos de 5.5 millones,No,Si,21,0
148,F,Estrato 3,Si,Si, Propios,PRESENCIAL,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - CORPORACIÓN,Técnica o tecnológica completa,Trabajador por cuenta propia,Técnica o tecnológica completa,Hogar,Bachiller académico,Más de 30 horas,Entre 1 millón y menos de 2.5 millones,No,Si,26,0
